127.0.0.1 - - [18/Apr/2012:13:08:36 -0400] "GET / HTTP/1.1" 404 955
127.0.0.1 - - [18/Apr/2012:14:58:21 -0400] "GET /wexpression/resources/flash/framework_4.6.0.23201.swf HTTP/1.1" 200 542900
127.0.0.1 - - [18/Apr/2012:14:58:21 -0400] "GET /wexpression/resources/flash/mx_4.6.0.23201.swf HTTP/1.1" 200 528317
127.0.0.1 - - [18/Apr/2012:14:58:21 -0400] "GET /wexpression/resources/flash/spark_4.6.0.23201.swf HTTP/1.1" 200 776202
127.0.0.1 - - [18/Apr/2012:14:58:22 -0400] "GET /wexpression/templates/wordlists/null? HTTP/1.1" 200 5732
127.0.0.1 - - [18/Apr/2012:14:58:22 -0400] "GET /wexpression/templates/resources/templates/face.png HTTP/1.1" 200 5744
127.0.0.1 - - [18/Apr/2012:14:58:22 -0400] "GET /wexpression/templates/resources/templates/face.png HTTP/1.1" 200 5744
127.0.0.1 - - [18/Apr/2012:14:58:32 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:58:33 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:58:34 -0400] "GET /wexpression/templates/wordlists/null? HTTP/1.1" 200 5732
127.0.0.1 - - [18/Apr/2012:14:58:34 -0400] "GET /wexpression/templates/resources/templates/apple.png HTTP/1.1" 200 5747
127.0.0.1 - - [18/Apr/2012:14:58:34 -0400] "GET /wexpression/templates/resources/templates/apple.png HTTP/1.1" 200 5747
127.0.0.1 - - [18/Apr/2012:14:58:40 -0400] "GET /wexpression/facebook HTTP/1.1" 200 3046
127.0.0.1 - - [18/Apr/2012:14:58:40 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:14:58:43 -0400] "GET /wexpression/facebook HTTP/1.1" 200 3046
127.0.0.1 - - [18/Apr/2012:14:58:43 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:15:02:20 -0400] "GET /wexpression/facebook HTTP/1.1" 200 3046
127.0.0.1 - - [18/Apr/2012:15:02:24 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:15:02:24 -0400] "GET /wexpression/ HTTP/1.1" 200 2743
127.0.0.1 - - [18/Apr/2012:15:02:25 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:15:02:25 -0400] "GET /wexpression/ HTTP/1.1" 200 2743
127.0.0.1 - - [18/Apr/2012:15:02:26 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:15:03:48 -0400] "GET /wexpression/facebook HTTP/1.1" 200 3046
127.0.0.1 - - [18/Apr/2012:15:03:48 -0400] "GET /wexpression/resources/jquery-ui/1.8.19/css/ui-lightness/jquery-ui-1.8.19.custom.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:15:03:48 -0400] "GET /wexpression/resources/jquery-ui/1.8.19/js/jquery-ui-1.8.19.custom.min.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:15:03:49 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:15:03:50 -0400] "POST /wexpression/connect/facebook HTTP/1.1" 302 -
127.0.0.1 - - [18/Apr/2012:15:03:50 -0400] "GET /wexpression/connect/facebook HTTP/1.1" 200 3041
127.0.0.1 - - [18/Apr/2012:15:03:51 -0400] "GET /wexpression/resources/social/facebook/connect_light_medium_short.gif HTTP/1.1" 200 1016
127.0.0.1 - - [18/Apr/2012:15:03:51 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:15:03:55 -0400] "GET /wexpression/ HTTP/1.1" 200 2481
127.0.0.1 - - [18/Apr/2012:15:03:55 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:15:03:57 -0400] "GET /wexpression/signout HTTP/1.1" 302 -
127.0.0.1 - - [18/Apr/2012:15:03:57 -0400] "GET /wexpression/ HTTP/1.1" 302 -
127.0.0.1 - - [18/Apr/2012:15:03:57 -0400] "GET /wexpression/signin HTTP/1.1" 200 3611
127.0.0.1 - - [18/Apr/2012:15:03:58 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:15:04:00 -0400] "POST /wexpression/signin/facebook HTTP/1.1" 302 -
127.0.0.1 - - [18/Apr/2012:15:04:05 -0400] "GET /wexpression/signin/facebook?code=AQBc8MXAbXuBMpy9tbA9ICDhKRekfqiJOYjWdQ8mXdZG4cbtAEE5o8ySQTSEcXBNlObvnLU0t-PbhihCCgLdo1kb1OcMpVqI1mIG2A8MPYmNuQ3KV1JqBMfLttdjmdWn3pdYudFhC6zrOK5sCvUik8TPj4yTRm8jjdcg6NbdwqplyKmF4PFMwrlkqzer-ZQ0bnY HTTP/1.1" 302 -
127.0.0.1 - - [18/Apr/2012:15:04:06 -0400] "GET /wexpression/signup HTTP/1.1" 200 3255
127.0.0.1 - - [18/Apr/2012:15:04:06 -0400] "GET /wexpression/resources/messages/info.png HTTP/1.1" 200 4403
127.0.0.1 - - [18/Apr/2012:15:04:06 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:15:04:22 -0400] "GET /wexpression/ HTTP/1.1" 302 -
127.0.0.1 - - [18/Apr/2012:15:04:22 -0400] "GET /wexpression/signin HTTP/1.1" 200 3611
127.0.0.1 - - [18/Apr/2012:15:04:22 -0400] "GET /wexpression/resources/page.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:15:04:22 -0400] "GET /wexpression/resources/jquery/1.7/jquery.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Apr/2012:15:04:22 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:15:04:31 -0400] "POST /wexpression/signin/authenticate HTTP/1.1" 302 -
127.0.0.1 - - [18/Apr/2012:15:04:31 -0400] "GET /wexpression/signin?param.error=bad_credentials HTTP/1.1" 200 3611
127.0.0.1 - - [18/Apr/2012:15:04:31 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:15:04:35 -0400] "POST /wexpression/signin/authenticate HTTP/1.1" 302 -
127.0.0.1 - - [18/Apr/2012:15:04:35 -0400] "GET /wexpression/ HTTP/1.1" 200 2481
127.0.0.1 - - [18/Apr/2012:15:04:35 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:15:04:37 -0400] "GET /wexpression/facebook HTTP/1.1" 302 -
127.0.0.1 - - [18/Apr/2012:15:04:37 -0400] "GET /wexpression/connect/facebook HTTP/1.1" 200 3041
127.0.0.1 - - [18/Apr/2012:15:04:38 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:15:04:39 -0400] "POST /wexpression/connect/facebook HTTP/1.1" 302 -
127.0.0.1 - - [18/Apr/2012:15:04:41 -0400] "GET /wexpression/connect/facebook?code=AQDsSeMZFvOgIlAcfRGoL6m_NlLeqOZ1M1669QtN4M5cKbhEhEaobn6UlP2Ds4F0qGJ9KRFnN3BxSmQ1KehTpsu-mCTUc9VDINUqOwwmyI4W1iTg_0AiQEY_KjpsOtZoBI_2XfHbps5SaD809fms9N7gvWG4Txcq9GqsO1YwSFrHCHoYjb9b0I1NzSjdwvqpO3k HTTP/1.1" 302 -
127.0.0.1 - - [18/Apr/2012:15:04:41 -0400] "GET /wexpression/connect/facebook HTTP/1.1" 200 3071
127.0.0.1 - - [18/Apr/2012:15:04:41 -0400] "GET /favicon.ico HTTP/1.1" 404 988
127.0.0.1 - - [18/Apr/2012:15:04:46 -0400] "GET /wexpression/connect HTTP/1.1" 200 3022
127.0.0.1 - - [18/Apr/2012:15:04:46 -0400] "GET /wexpression/resources/social/facebook/f_logo.jpg HTTP/1.1" 200 3438
127.0.0.1 - - [18/Apr/2012:15:04:47 -0400] "GET /favicon.ico HTTP/1.1" 404 988
